trait,gene_file,gene_name,MGmin,epsilon,stage,status,message
betaglucan,HORVU.MOREX.r3.7HG0675570.vcf.gz,HORVU.MOREX.r3.7HG0675570,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.7HG0675570.vcf.gz,HORVU.MOREX.r3.7HG0675570,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.7HG0675570.vcf.gz,HORVU.MOREX.r3.7HG0675570,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.7HG0675570.vcf.gz,HORVU.MOREX.r3.7HG0675570,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.7HG0675570.vcf.gz,HORVU.MOREX.r3.7HG0675570,3,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.7HG0675570.vcf.gz,HORVU.MOREX.r3.7HG0675570,3,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.7HG0675580.vcf.gz,HORVU.MOREX.r3.7HG0675580,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.7HG0675580.vcf.gz,HORVU.MOREX.r3.7HG0675580,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
betaglucan,HORVU.MOREX.r3.7HG0675580.vcf.gz,HORVU.MOREX.r3.7HG0675580,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.1HG0051660.vcf.gz,HORVU.MOREX.r3.1HG0051660,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
fiber,HORVU.MOREX.r3.1HG0051660.vcf.gz,HORVU.MOREX.r3.1HG0051660,2,,crosshap,crosshap_failed,object 'Varfile' not found
fiber,HORVU.MOREX.r3.1HG0051660.vcf.gz,HORVU.MOREX.r3.1HG0051660,3,,crosshap,crosshap_failed,object 'Varfile' not found
fiber,HORVU.MOREX.r3.1HG0051670.vcf.gz,HORVU.MOREX.r3.1HG0051670,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.1HG0051670.vcf.gz,HORVU.MOREX.r3.1HG0051670,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.1HG0051670.vcf.gz,HORVU.MOREX.r3.1HG0051670,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.1HG0051670.vcf.gz,HORVU.MOREX.r3.1HG0051670,3,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.1HG0051670.vcf.gz,HORVU.MOREX.r3.1HG0051670,3,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.1HG0051670.vcf.gz,HORVU.MOREX.r3.1HG0051670,3,0.8,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.4HG0339140.vcf.gz,HORVU.MOREX.r3.4HG0339140,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.4HG0339140.vcf.gz,HORVU.MOREX.r3.4HG0339140,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.4HG0339140.vcf.gz,HORVU.MOREX.r3.4HG0339140,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0642350.vcf.gz,HORVU.MOREX.r3.7HG0642350,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0642350.vcf.gz,HORVU.MOREX.r3.7HG0642350,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0642350.vcf.gz,HORVU.MOREX.r3.7HG0642350,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0642350.vcf.gz,HORVU.MOREX.r3.7HG0642350,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0642360.vcf.gz,HORVU.MOREX.r3.7HG0642360,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0642360.vcf.gz,HORVU.MOREX.r3.7HG0642360,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0642360.vcf.gz,HORVU.MOREX.r3.7HG0642360,3,,crosshap,crosshap_failed,object 'Varfile' not found
fiber,HORVU.MOREX.r3.7HG0642370.vcf.gz,HORVU.MOREX.r3.7HG0642370,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
fiber,HORVU.MOREX.r3.7HG0642370.vcf.gz,HORVU.MOREX.r3.7HG0642370,2,,crosshap,crosshap_failed,'x' must be an array of at least two dimensions
fiber,HORVU.MOREX.r3.7HG0642370.vcf.gz,HORVU.MOREX.r3.7HG0642370,3,,crosshap,crosshap_failed,object 'Varfile' not found
fiber,HORVU.MOREX.r3.7HG0642420.vcf.gz,HORVU.MOREX.r3.7HG0642420,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
fiber,HORVU.MOREX.r3.7HG0642420.vcf.gz,HORVU.MOREX.r3.7HG0642420,2,,crosshap,crosshap_failed,Too few common variants after raw/imputed intersection: 1
fiber,HORVU.MOREX.r3.7HG0642420.vcf.gz,HORVU.MOREX.r3.7HG0642420,3,,crosshap,crosshap_failed,Too few common variants after raw/imputed intersection: 1
fiber,HORVU.MOREX.r3.7HG0642460.vcf.gz,HORVU.MOREX.r3.7HG0642460,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0642460.vcf.gz,HORVU.MOREX.r3.7HG0642460,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0642460.vcf.gz,HORVU.MOREX.r3.7HG0642460,3,,crosshap,crosshap_failed,object 'Varfile' not found
fiber,HORVU.MOREX.r3.7HG0642480.vcf.gz,HORVU.MOREX.r3.7HG0642480,2,,crosshap,crosshap_failed,"Assigned data `base::sapply(...)` must be compatible with existing data.
✖ Existing data has 1 row.
✖ Assigned data has 9 rows.
ℹ Row updates require a list value. Do you need `list()` or `as.list()`?
Caused by error in `vectbl_recycle_rhs_rows()`:
! Can't recycle input of size 9 to size 1."
fiber,HORVU.MOREX.r3.7HG0642480.vcf.gz,HORVU.MOREX.r3.7HG0642480,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0642480.vcf.gz,HORVU.MOREX.r3.7HG0642480,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0642480.vcf.gz,HORVU.MOREX.r3.7HG0642480,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0642480.vcf.gz,HORVU.MOREX.r3.7HG0642480,3,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0642480.vcf.gz,HORVU.MOREX.r3.7HG0642480,3,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729020.vcf.gz,HORVU.MOREX.r3.7HG0729020,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729020.vcf.gz,HORVU.MOREX.r3.7HG0729020,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729030.vcf.gz,HORVU.MOREX.r3.7HG0729030,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729030.vcf.gz,HORVU.MOREX.r3.7HG0729030,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729030.vcf.gz,HORVU.MOREX.r3.7HG0729030,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729040.vcf.gz,HORVU.MOREX.r3.7HG0729040,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
fiber,HORVU.MOREX.r3.7HG0729040.vcf.gz,HORVU.MOREX.r3.7HG0729040,2,,crosshap,crosshap_failed,vcf_raw has 0 variants: /mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/03_per_gene_vcfs/raw_1000bp/fiber/HORVU.MOREX.r3.7HG0729040.vcf.gz
fiber,HORVU.MOREX.r3.7HG0729040.vcf.gz,HORVU.MOREX.r3.7HG0729040,3,,crosshap,crosshap_failed,vcf_raw has 0 variants: /mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/03_per_gene_vcfs/raw_1000bp/fiber/HORVU.MOREX.r3.7HG0729040.vcf.gz
fiber,HORVU.MOREX.r3.7HG0729050.vcf.gz,HORVU.MOREX.r3.7HG0729050,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729090.vcf.gz,HORVU.MOREX.r3.7HG0729090,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729090.vcf.gz,HORVU.MOREX.r3.7HG0729090,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729090.vcf.gz,HORVU.MOREX.r3.7HG0729090,2,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729090.vcf.gz,HORVU.MOREX.r3.7HG0729090,2,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729090.vcf.gz,HORVU.MOREX.r3.7HG0729090,2,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729090.vcf.gz,HORVU.MOREX.r3.7HG0729090,2,0.8,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729090.vcf.gz,HORVU.MOREX.r3.7HG0729090,3,,crosshap,crosshap_failed,object 'Varfile' not found
fiber,HORVU.MOREX.r3.7HG0729100.vcf.gz,HORVU.MOREX.r3.7HG0729100,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729100.vcf.gz,HORVU.MOREX.r3.7HG0729100,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729100.vcf.gz,HORVU.MOREX.r3.7HG0729100,2,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729100.vcf.gz,HORVU.MOREX.r3.7HG0729100,2,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729100.vcf.gz,HORVU.MOREX.r3.7HG0729100,2,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729100.vcf.gz,HORVU.MOREX.r3.7HG0729100,2,0.8,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729100.vcf.gz,HORVU.MOREX.r3.7HG0729100,3,,crosshap,crosshap_failed,object 'Varfile' not found
fiber,HORVU.MOREX.r3.7HG0729110.vcf.gz,HORVU.MOREX.r3.7HG0729110,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729110.vcf.gz,HORVU.MOREX.r3.7HG0729110,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729110.vcf.gz,HORVU.MOREX.r3.7HG0729110,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729110.vcf.gz,HORVU.MOREX.r3.7HG0729110,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729110.vcf.gz,HORVU.MOREX.r3.7HG0729110,3,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729110.vcf.gz,HORVU.MOREX.r3.7HG0729110,3,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729120.vcf.gz,HORVU.MOREX.r3.7HG0729120,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
fiber,HORVU.MOREX.r3.7HG0729120.vcf.gz,HORVU.MOREX.r3.7HG0729120,2,,crosshap,crosshap_failed,object 'Varfile' not found
fiber,HORVU.MOREX.r3.7HG0729120.vcf.gz,HORVU.MOREX.r3.7HG0729120,3,,crosshap,crosshap_failed,object 'Varfile' not found
fiber,HORVU.MOREX.r3.7HG0729130.vcf.gz,HORVU.MOREX.r3.7HG0729130,2,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729130.vcf.gz,HORVU.MOREX.r3.7HG0729130,2,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729130.vcf.gz,HORVU.MOREX.r3.7HG0729130,2,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729130.vcf.gz,HORVU.MOREX.r3.7HG0729130,2,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729130.vcf.gz,HORVU.MOREX.r3.7HG0729130,2,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729130.vcf.gz,HORVU.MOREX.r3.7HG0729130,3,0.05,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729130.vcf.gz,HORVU.MOREX.r3.7HG0729130,3,0.2,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729130.vcf.gz,HORVU.MOREX.r3.7HG0729130,3,0.4,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729130.vcf.gz,HORVU.MOREX.r3.7HG0729130,3,0.5,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729130.vcf.gz,HORVU.MOREX.r3.7HG0729130,3,0.6,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
fiber,HORVU.MOREX.r3.7HG0729130.vcf.gz,HORVU.MOREX.r3.7HG0729130,3,0.8,epsilon_validation,no_valid_haplotype_grouping,No HapObject entry for this epsilon.
protein,HORVU.MOREX.r3.3HG0245560.vcf.gz,HORVU.MOREX.r3.3HG0245560,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
protein,HORVU.MOREX.r3.3HG0245560.vcf.gz,HORVU.MOREX.r3.3HG0245560,2,,crosshap,crosshap_failed,vcf_raw has 0 variants: /mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/03_per_gene_vcfs/raw_1000bp/protein/HORVU.MOREX.r3.3HG0245560.vcf.gz
protein,HORVU.MOREX.r3.3HG0245560.vcf.gz,HORVU.MOREX.r3.3HG0245560,3,,crosshap,crosshap_failed,vcf_raw has 0 variants: /mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/03_per_gene_vcfs/raw_1000bp/protein/HORVU.MOREX.r3.3HG0245560.vcf.gz
starch,HORVU.MOREX.r3.3HG0301650.vcf.gz,HORVU.MOREX.r3.3HG0301650,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
starch,HORVU.MOREX.r3.3HG0301650.vcf.gz,HORVU.MOREX.r3.3HG0301650,2,,crosshap,crosshap_failed,object 'Varfile' not found
starch,HORVU.MOREX.r3.3HG0301650.vcf.gz,HORVU.MOREX.r3.3HG0301650,3,,crosshap,crosshap_failed,Too few common variants after raw/imputed intersection: 2
starch,HORVU.MOREX.r3.3HG0301700.vcf.gz,HORVU.MOREX.r3.3HG0301700,,,gene_stats,no_valid_tests_for_gene,Zero valid omnibus tests across MGmin/epsilon.
